message,label,Extracted URL,Message Len,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,ham,,155,,,,,
Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,ham,,82,,,,,
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,ham,,134,,,,,
What is this 'hex' place you talk of? Explain!,ham,,46,,,,,
Thought we could go out for dinner. I'll treat you! Seem ok?,ham,,60,,,,,
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",ham,,168,,,,,
Lol no ouch but wish i'd stayed out a bit longer,ham,,48,,,,,
Ha ha - had popped down to the loo when you hello-ed me. Hello!,ham,,63,,,,,
Reckon need to be in town by eightish to walk from * carpark.,ham,,61,,,,,
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham,,139,,,,,
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,ham,,71,,,,,
"I‘ll leave around four, ok?",ham,,27,,,,,
And several to you sir.,ham,,23,,,,,
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,ham,,125,,,,,
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,ham,,89,,,,,
Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham,,86,,,,,
Well done and ! luv ya all ,ham,,27,,,,,
It certainly puts things into perspective when something like this happens,ham,,74,,,,,
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,ham,,112,,,,,
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",ham,,120,,,,,
Are you available for soiree on June 3rd?,ham,,41,,,,,
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,ham,,106,,,,,
Aah bless! How's your arm?,ham,,26,,,,,
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,ham,,83,,,,,
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,ham,,122,,,,,
"Pity, * was in mood for that. So...any other suggestions?",ham,,57,,,,,
Hey mr whats the name of that bill brison book the one about language and words ,ham,,80,,,,,
I didn't get the second half of that message,ham,,44,,,,,
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",ham,,70,,,,,
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham,,76,,,,,
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,ham,,80,,,,,
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,ham,,116,,,,,
Hi my email address has changed now it is ,ham,,42,,,,,
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,ham,,162,,,,,
Wow v v impressed. Have funs shopping!,ham,,38,,,,,
Should I have picked up a receipt or something earlier,ham,,54,,,,,
 and  picking them up from various points,ham,,41,,,,,
"I‘ve got some salt, you can rub it in my open wounds if you like!",ham,,65,,,,,
At home by the way,ham,,18,,,,,
"Greetings me, ! Consider yourself excused.",ham,,42,,,,,
Hello! Good week? Fancy a drink or something later?,ham,,51,,,,,
"Okay, good, no problem, and thanx!",ham,,34,,,,,
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,ham,,91,,,,,
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham,,119,,,,,
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,ham,,72,,,,,
:-( that's not v romantic!,ham,,26,,,,,
Its normally hot mail. Com you see!,ham,,35,,,,,
"I'm in solihull, | do you want anything?",ham,,40,,,,,
* Am on my way,ham,,14,,,,,
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",ham,,111,,,,,
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ham,,146,,,,,
This weekend is fine (an excuse not to do too much decorating),ham,,62,,,,,
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,ham,,98,,,,,
Dare i ask... Any luck with sorting out the car?,ham,,48,,,,,
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,ham,,115,,,,,
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,ham,,80,,,,,
Serious? What like proper tongued her,ham,,37,,,,,
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,ham,,91,,,,,
Yes i will be there. Glad you made it.,ham,,38,,,,,
Your daily text from me – a favour this time,ham,,44,,,,,
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",ham,,72,,,,,
it's really getting me down just hanging around.,ham,,48,,,,,
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham,,99,,,,,
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",ham,,104,,,,,
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham,,92,,,,,
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham,,110,,,,,
Saw Guys and Dolls last night with Patrick Swayze it was great,ham,,62,,,,,
* Will have two more cartons off u and is very pleased with shelves,ham,,67,,,,,
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham,,87,,,,,
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,ham,,108,,,,,
Lovely smell on this bus and it ain't tobacco... ,ham,,49,,,,,
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham,,104,,,,,
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,ham,,110,,,,,
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",ham,,113,,,,,
Thanks. Fills me with complete calm and reassurance! ,ham,,53,,,,,
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",ham,,97,,,,,
Yeah do! Don‘t stand to close tho- you‘ll catch something!,ham,,58,,,,,
Yes see ya not on the dot,ham,,25,,,,,
"I think we're going to finn's now, come",ham,,39,,,,,
"* Was really good to see you the other day dudette, been missing you!",ham,,69,,,,,
dont make ne plans for nxt wknd coz she wants us to come down then ok,ham,,69,,,,,
 what number do u live at? Is it 11?,ham,,36,,,,,
Have you not finished work yet or something?,ham,,44,,,,,
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,ham,,81,,,,,
Well I might not come then...,ham,,29,,,,,
Love that holiday Monday feeling even if I have to go to the dentists in an hour,ham,,80,,,,,
"By the way, 'rencontre' is to meet again. Mountains dont....",ham,,60,,,,,
It's justbeen overa week since we broke up and already our brains are going to mush!,ham,,84,,,,,
did u get that message,ham,,22,,,,,
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,ham,,62,,,,,
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,ham,,122,,,,,
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",ham,,143,,,,,
"Arms fine, how's Cardiff and uni? ",ham,,34,,,,,
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,ham,,72,,,,,
Your bill at 3 is £33.65 so thats not bad!,ham,,42,,,,,
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham,,106,,,,,
I've got it down to a tea. not sure which flavour,ham,,49,,,,,
She's borderline but yeah whatever.,ham,,35,,,,,
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",ham,,135,,,,,
Have you got Xmas radio times. If not i will get it now,ham,,55,,,,,
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham,,103,,,,,
Yep then is fine 7.30 or 8.30 for ice age.,ham,,42,,,,,
Ho ho - big belly laugh! See ya tomo,ham,,36,,,,,
I don't think he has spatula hands!,ham,,35,,,,,
Early bird! Any purchases yet?,ham,,30,,,,,
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,ham,,142,,,,,
"Just sent you an email – to an address with incomm in it, is that right?",ham,,72,,,,,
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,ham,,78,,,,,
"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",ham,,90,,,,,
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",ham,,104,,,,,
"Not really dude, have no friends i'm afraid :(",ham,,46,,,,,
"sorry, no, have got few things to do. may be in pub later.",ham,,58,,,,,
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,ham,,95,,,,,
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",ham,,133,,,,,
Sorry * was at the grocers.,ham,,27,,,,,
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",ham,,71,,,,,
What is the plural of the noun research?,ham,,40,,,,,
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",ham,,83,,,,,
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",ham,,122,,,,,
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",ham,,106,,,,,
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ham,,115,,,,,
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ham,,124,,,,,
"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ham,,109,,,,,
"Good stuff, will do.",ham,,20,,,,,
Everybody had fun this evening. Miss you.,ham,,41,,,,,
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam,,142,,,,,
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam,,158,,,,,
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam,www.SMS.ac/u/goldviking,138,www.SMS.ac,1034.0,0.0,200.0,1.0
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",spam,,156,,,,,
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam,www.santacalling.com,158,www.santacalling.com,0.0,0.0,-1.0,0.0
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,,155,,,,,
You have 1 new message. Please call 08712400200.,spam,,48,,,,,
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,,159,,,,,
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,,145,,,,,
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",spam,www.txt82228.com,101,www.txt82228.com,0.0,0.0,-1.0,0.0
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam,,143,,,,,
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,spam,,149,,,,,
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam,,133,,,,,
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam,,153,,,,,
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam,www.comuk.net,156,www.comuk.net,0.0,0.0,-1.0,0.0
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,,122,,,,,
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,,104,,,,,
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam,,135,,,,,
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,spam,,158,,,,,
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,spam,,156,,,,,
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,spam,,146,,,,,
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",spam,,160,,,,,
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",spam,,148,,,,,
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,spam,,132,,,,,
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam,,157,,,,,
TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,spam,,140,,,,,
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam,,140,,,,,
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,spam,,160,,,,,
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam,,160,,,,,
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam,,95,,,,,
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam,www.txt-2-shop.com,126,www.txt-2-shop.com,0.0,0.0,-1.0,0.0
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,spam,,73,,,,,
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",spam,,161,,,,,
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,spam,,159,,,,,
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",spam,,154,,,,,
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam,,156,,,,,
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam,,162,,,,,
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam,,72,,,,,
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam,,135,,,,,
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam,,158,,,,,
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam,,159,,,,,
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,spam,,149,,,,,
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam,,160,,,,,
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam,,159,,,,,
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam,,149,,,,,
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,,146,,,,,
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam,,145,,,,,
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam,,134,,,,,
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam,,154,,,,,
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam,,152,,,,,
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,spam,,183,,,,,
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam,,126,,,,,
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",spam,,151,,,,,
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam,,144,,,,,
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam,,131,,,,,
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",spam,,158,,,,,
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",spam,,157,,,,,
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,spam,,146,,,,,
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",spam,,156,,,,,
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam,www.textcomp.com,122,www.textcomp.com,0.0,0.0,-1.0,0.0
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam,,152,,,,,
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,spam,,159,,,,,
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",spam,,147,,,,,
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,spam,,90,,,,,
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam,www.comuk.net,158,www.comuk.net,0.0,0.0,-1.0,0.0
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam,,151,,,,,
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",spam,,130,,,,,
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam,,153,,,,,
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam,,137,,,,,
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,spam,,153,,,,,
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam,,103,,,,,
"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",spam,,130,,,,,
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam,www.SMS.ac/u/bootydelious,152,www.SMS.ac,1034.0,0.0,200.0,1.0
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",spam,,160,,,,,
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam,,146,,,,,
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,spam,,158,,,,,
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,,152,,,,,
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",spam,,155,,,,,
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",spam,,147,,,,,
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam,,159,,,,,
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam,,146,,,,,
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,,173,,,,,
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam,,149,,,,,
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,,137,,,,,
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam,,143,,,,,
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam,,110,,,,,
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,,121,,,,,
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,spam,,134,,,,,
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,spam,,135,,,,,
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam,www.txt43.com,156,www.txt43.com,114.0,0.0,200.0,1.0
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,spam,,153,,,,,
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam,,145,,,,,
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",spam,http://www.e-tlp.co.uk/expressoffer,152,www.e-tlp.co.uk,0.0,0.0,-1.0,0.0
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam,,160,,,,,
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam,,106,,,,,
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam,www.SMS.ac/u/natalie2k9,135,www.SMS.ac,1034.0,0.0,200.0,1.0
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam,,120,,,,,
Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,,63,,,,,
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",spam,,102,,,,,
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,,157,,,,,
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,,134,,,,,
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam,,159,,,,,
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam,,161,,,,,
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,spam,,148,,,,,
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam,,101,,,,,
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam,,160,,,,,
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",spam,,158,,,,,
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,,155,,,,,
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam,,129,,,,,
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam,,160,,,,,
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,spam,,155,,,,,
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",spam,,152,,,,,
URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,spam,,126,,,,,
