message,label,Extracted URL,Message Len,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
Why you keeping me away like this,ham,,33,,,,,
I think its far more than that but find out. Check google maps for a place from your dorm.,ham,,90,,,,,
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham,,147,,,,,
Have you always been saying welp?,ham,,33,,,,,
"I'm a guy, browsin is compulsory",ham,,32,,,,,
Ok...,ham,,5,,,,,
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham,,149,,,,,
"Sorry, I'll call later",ham,,22,,,,,
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",ham,,132,,,,,
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",ham,,154,,,,,
I told your number to gautham..,ham,,31,,,,,
Tell them no need to investigate about me anywhere.,ham,,51,,,,,
Ok i juz receive..,ham,,18,,,,,
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",ham,,172,,,,,
In the end she might still vomit but its okay. Not everything will come out.,ham,,76,,,,,
How are you with moneY...as in to you...money aint a thing....how are you sha!,ham,,78,,,,,
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,ham,,112,,,,,
Hey gals.. Anyone of u going down to e driving centre tmr?,ham,,58,,,,,
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,ham,,158,,,,,
I'm putting it on now. It should be ready for  &lt;TIME&gt; ,ham,,60,,,,,
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham,,154,,,,,
Host-based IDPS for linux systems.,ham,,34,,,,,
Don no da:)whats you plan?,ham,,26,,,,,
Ill be there on  &lt;#&gt;  ok.,ham,,31,,,,,
Oh my God. I'm almost home,ham,,26,,,,,
Total video converter free download type this in google search:),ham,,64,,,,,
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,,179,,,,,
Sounds like something that someone testing me would sayy,ham,,56,,,,,
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,ham,,148,,,,,
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",ham,,90,,,,,
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,ham,,110,,,,,
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham,,458,,,,,
Hows the champ just leaving glasgow!,ham,,36,,,,,
K:)all the best:)congrats...,ham,,28,,,,,
I wonder if you'll get this text?,ham,,33,,,,,
I need to come home and give you some good lovin...,ham,,51,,,,,
Shall i ask one thing if you dont mistake me.,ham,,45,,,,,
Check wid corect speling i.e. Sarcasm,ham,,37,,,,,
Are you angry with me. What happen dear,ham,,39,,,,,
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham,,96,,,,,
Yup ok thanx...,ham,,15,,,,,
Hi:)cts employee how are you?,ham,,29,,,,,
Pls pls find out from aunt nike.,ham,,32,,,,,
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",ham,,152,,,,,
No screaming means shouting..,ham,,29,,,,,
Hey what happen de. Are you alright.,ham,,36,,,,,
Should I have picked up a receipt or something earlier,ham,,54,,,,,
I think chennai well settled?,ham,,29,,,,,
Oh dang! I didn't mean o send that to you! Lol!,ham,,47,,,,,
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,ham,,172,,,,,
Horrible bf... I now v hungry...,ham,,32,,,,,
Remember on that day..,ham,,22,,,,,
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham,,91,,,,,
All sounds good. Fingers . Makes it difficult to type,ham,,53,,,,,
Midnight at the earliest,ham,,24,,,,,
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham,,121,,,,,
K come to nordstrom when you're done,ham,,36,,,,,
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham,,212,,,,,
Now press conference da:),ham,,25,,,,,
After completed degree. There is no use in joining finance.,ham,,59,,,,,
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",ham,,155,,,,,
Shant disturb u anymore... Jia you...,ham,,37,,,,,
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham,,79,,,,,
"Me, i dont know again oh",ham,,24,,,,,
Dude sux for snake. He got old and raiden got buff,ham,,50,,,,,
He says hi and to get your ass back to south tampa (preferably at a kegger),ham,,75,,,,,
In e msg jus now. U said thanks for gift.,ham,,41,,,,,
U too...,ham,,8,,,,,
Ok how you dear. Did you call chechi,ham,,36,,,,,
Yeah we do totes. When u wanna?,ham,,31,,,,,
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham,,73,,,,,
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham,,127,,,,,
Wat r u doing?,ham,,14,,,,,
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham,,97,,,,,
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",ham,,123,,,,,
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham,,92,,,,,
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham,,63,,,,,
Dude just saw a parked car with its sunroof popped up. Sux,ham,,58,,,,,
Get ready to put on your excellent sub face :),ham,,46,,,,,
Tmrw. Im finishing 9 doors,ham,,26,,,,,
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",ham,,143,,,,,
I am late. I will be there at,ham,,29,,,,,
"whatever, im pretty pissed off.",ham,,31,,,,,
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham,,156,,,,,
I dont have that much image in class.,ham,,37,,,,,
No:-)i got rumour that you going to buy apartment in chennai:-),ham,,63,,,,,
Near kalainar tv office.thenampet,ham,,33,,,,,
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,ham,,104,,,,,
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",ham,,58,,,,,
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham,,62,,,,,
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",ham,,184,,,,,
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham,,611,,,,,
"Why is that, princess? I bet the brothas are all chasing you!",ham,,61,,,,,
"I shall book chez jules for half eight, if that's ok with you?",ham,,62,,,,,
Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham,,64,,,,,
"Yep, at derek's house now, see you Sunday &lt;3",ham,,47,,,,,
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",ham,,92,,,,,
"Sorry, I'll call later",ham,,22,,,,,
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,ham,,338,,,,,
There are no other charges after transfer charges and you can withdraw anyhow you like,ham,,86,,,,,
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham,,159,,,,,
At 4. Let's go to bill millers,ham,,30,,,,,
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,ham,,105,,,,,
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",ham,,148,,,,,
That's my honeymoon outfit. :),ham,,30,,,,,
Will it help if we propose going back again tomorrow,ham,,52,,,,,
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham,,152,,,,,
Pls confirm the time to collect the cheque.,ham,,43,,,,,
Daddy will take good care of you :),ham,,35,,,,,
"Yeah probably, I still gotta check out with leo",ham,,47,,,,,
K.then any other special?,ham,,25,,,,,
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,ham,,127,,,,,
Ok pa. Nothing problem:-),ham,,25,,,,,
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,ham,,143,,,,,
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham,,128,,,,,
When you came to hostel.,ham,,24,,,,,
Ok no prob... I'll come after lunch then...,ham,,43,,,,,
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ham,,99,,,,,
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,ham,,152,,,,,
You all ready for * big day tomorrow?,ham,,37,,,,,
I'll probably be around mu a lot,ham,,32,,,,,
645,ham,,3,,,,,
Thnx dude. u guys out 2nite?,ham,,28,,,,,
Me sef dey laugh you. Meanwhile how's my darling anjie!,ham,,55,,,,,
Mm i had my food da from out,ham,,28,,,,,
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",ham,,121,,,,,
Did u download the fring app?,ham,,29,,,,,
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,ham,,115,,,,,
Friends that u can stay on fb chat with,ham,,39,,,,,
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",ham,,154,,,,,
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",ham,,148,,,,,
"Ah, well that confuses things, doesn‘t it?",ham,,42,,,,,
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham,,156,,,,,
Dear how you. Are you ok?,ham,,25,,,,,
Yes princess! I want to make you happy...,ham,,41,,,,,
Sounds like you have many talents! would you like to go on a dinner date next week?,ham,,83,,,,,
I am going to film 2day da. At 6pm. Sorry da.,ham,,45,,,,,
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,ham,,73,,,,,
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham,,158,,,,,
Yesterday its with me only . Now am going home.,ham,,47,,,,,
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",ham,,159,,,,,
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",ham,,165,,,,,
Great comedy..cant stop laughing da:),ham,,37,,,,,
"Alright, we're all set here, text the man",ham,,41,,,,,
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",ham,,136,,,,,
Sleeping nt feeling well,ham,,24,,,,,
U WILL SWITCH YOUR FONE ON DAMMIT!!,ham,,35,,,,,
India have to take lead:),ham,,25,,,,,
I.ll post her out l8r. In class,ham,,31,,,,,
Thts wat Wright Brother did to fly..,ham,,36,,,,,
"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",ham,,130,,,,,
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),ham,,156,,,,,
ITS A LAPTOP TAKE IT WITH YOU.,ham,,30,,,,,
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham,,118,,,,,
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,ham,,82,,,,,
I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,ham,,145,,,,,
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham,,73,,,,,
At 7 we will go ok na.,ham,,22,,,,,
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham,,90,,,,,
S:-)if we have one good partnership going we will take lead:),ham,,61,,,,,
"Yeah, where's your class at?",ham,,28,,,,,
No just send to you. Bec you in temple na.,ham,,42,,,,,
"You aren't coming home between class, right? I need to work out and shower!",ham,,75,,,,,
S but mostly not like that.,ham,,27,,,,,
Ü v ma fan...,ham,,13,,,,,
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,ham,,129,,,,,
Guess who spent all last night phasing in and out of the fourth dimension,ham,,73,,,,,
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,ham,,88,,,,,
"Yes..but they said its IT.,",ham,,27,,,,,
"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",ham,,147,,,,,
Lmao!nice 1,ham,,11,,,,,
Glad to see your reply.,ham,,23,,,,,
Nah dub but je still buff,ham,,25,,,,,
"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",ham,,144,,,,,
"Yeah, that's fine! It's £6 to get in, is that ok? ",ham,,50,,,,,
Lol where do u come up with these ideas?,ham,,40,,,,,
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham,,156,,,,,
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham,,122,,,,,
Okay... We wait ah,ham,,18,,,,,
Y lei?,ham,,6,,,,,
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,ham,,126,,,,,
Already am squatting is the new way of walking,ham,,46,,,,,
Do you want bold 2 or bb torch,ham,,30,,,,,
Cramps stopped. Going back to sleep,ham,,35,,,,,
Nan sonathaya soladha. Why boss?,ham,,32,,,,,
Bring tat cd don forget,ham,,23,,,,,
I don't know but I'm raping dudes at poker,ham,,42,,,,,
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,ham,,99,,,,,
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,ham,,96,,,,,
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,ham,,72,,,,,
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,ham,,72,,,,,
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham,,76,,,,,
Hai priya are you right. What doctor said pa. Where are you.,ham,,60,,,,,
Ok...,ham,,5,,,,,
Please ask mummy to call father,ham,,31,,,,,
Can come my room but cannot come my house cos my house still messy... Haha...,ham,,77,,,,,
I have lost 10 kilos as of today!,ham,,33,,,,,
Just taste fish curry :-P,ham,,25,,,,,
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,ham,,126,,,,,
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,ham,,68,,,,,
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,ham,,75,,,,,
Was doing my test earlier. I appreciate you. Will call you tomorrow.,ham,,68,,,,,
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham,,144,,,,,
U meet other fren dun wan meet me ah... Muz b a guy rite...,ham,,59,,,,,
"(No promises on when though, haven't even gotten dinner yet)",ham,,60,,,,,
I got your back! Do you have any dislikes in bed?,ham,,49,,,,,
o turns out i had stereo love on mi phone under the unknown album.,ham,,66,,,,,
Yeah I don't see why not,ham,,24,,,,,
Asking do u knw them or nt? May be ur frnds or classmates?,ham,,58,,,,,
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",ham,,107,,,,,
"As in missionary hook up, doggy hook up, standing...|",ham,,53,,,,,
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham,,73,,,,,
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham,,149,,,,,
Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,ham,,136,,,,,
Thought praps you meant another one. Goodo! I'll look tomorrow ,ham,,63,,,,,
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",ham,,157,,,,,
There bold 2  &lt;#&gt; . Is that yours,ham,,39,,,,,
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,ham,,67,,,,,
"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.""",ham,,129,,,,,
I went to project centre,ham,,24,,,,,
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,,136,,,,,
Lol yeah at this point I guess not,ham,,34,,,,,
Doing project w frens lor. ,ham,,27,,,,,
Lol. Well quality aint bad at all so i aint complaining,ham,,55,,,,,
"K, can that happen tonight?",ham,,27,,,,,
"I think we're going to finn's now, come",ham,,39,,,,,
Why tired what special there you had,ham,,36,,,,,
I will come tomorrow di,ham,,23,,,,,
I cant pick the phone right now. Pls send a message,ham,,51,,,,,
K go and sleep well. Take rest:-).,ham,,34,,,,,
U guys never invite me anywhere :(,ham,,34,,,,,
I can do that! I want to please you both inside and outside the bedroom...,ham,,74,,,,,
"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.""",ham,,144,,,,,
I love to wine and dine my lady!,ham,,32,,,,,
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham,,159,,,,,
I don know account details..i will ask my mom and send you.my mom is out of reach now.,ham,,86,,,,,
I think u have the wrong number.,ham,,32,,,,,
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),ham,,166,,,,,
DO NOT B LATE LOVE MUM,ham,,22,,,,,
Got it..mail panren paru..,ham,,26,,,,,
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham,,92,,,,,
Give one miss from that number please,ham,,37,,,,,
Jus came back fr lunch wif my sis only. U leh?,ham,,46,,,,,
How is your schedule next week? I am out of town this weekend.,ham,,62,,,,,
Really good:)dhanush rocks once again:),ham,,39,,,,,
Lmao ok I wont be needing u to do my hair anymore.,ham,,50,,,,,
"Miss ya, need ya, want ya, love ya.",ham,,35,,,,,
Sorry i'm not free...,ham,,21,,,,,
Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,ham,,107,,,,,
Nt yet chikku..simple habba..hw abt u?,ham,,38,,,,,
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",ham,,205,,,,,
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,ham,,158,,,,,
Joy's father is John. Then John is the NAME of Joy's father. Mandan,ham,,67,,,,,
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,ham,,121,,,,,
"K, want us to come by now?",ham,,26,,,,,
How. Its a little difficult but its a simple way to enter this place,ham,,68,,,,,
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ham,,123,,,,,
Dont show yourself. How far. Put new pictures up on facebook.,ham,,61,,,,,
Watching tv now. I got new job :),ham,,33,,,,,
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",ham,,156,,,,,
"I'm not coming over, do whatever you want",ham,,41,,,,,
"Its ok chikku, and its my 1 of favourite song..:-)",ham,,50,,,,,
Did u see what I posted on your Facebook?,ham,,41,,,,,
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham,,151,,,,,
";-( oh well, c u later",ham,,22,,,,,
My uncles in Atlanta. Wish you guys a great semester.,ham,,53,,,,,
No dear i do have free messages without any recharge. Hi hi hi,ham,,62,,,,,
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham,,159,,,,,
I dun believe u. I thk u told him.,ham,,34,,,,,
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham,,151,,,,,
Yes:)sura in sun tv.:)lol.,ham,,26,,,,,
Arun can u transfr me d amt,ham,,27,,,,,
Takin a shower now but yeah I'll leave when I'm done,ham,,52,,,,,
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,ham,,100,,,,,
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,ham,,161,,,,,
You bad girl. I can still remember them,ham,,39,,,,,
How much i gave to you. Morning.,ham,,32,,,,,
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",ham,,158,,,,,
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",ham,,120,,,,,
Can i get your opinion on something first?,ham,,42,,,,,
That one week leave i put know that time. Why.,ham,,46,,,,,
"If we hit it off, you can move in with me :)",ham,,44,,,,,
excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,ham,,123,,,,,
I wanna watch that movie,ham,,24,,,,,
Ok lor thanx... Ü in school?,ham,,28,,,,,
I'm in class. Did you get my text.,ham,,34,,,,,
The bus leaves at  &lt;#&gt; ,ham,,29,,,,,
God bless.get good sleep my dear...i will pray!,ham,,47,,,,,
Do have a nice day today. I love you so dearly.,ham,,47,,,,,
Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,ham,,114,,,,,
"Aight, I'll ask a few of my roommates",ham,,37,,,,,
"Now, whats your house # again ? And do you have any beer there ?",ham,,64,,,,,
Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,ham,,82,,,,,
"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry""",ham,,122,,,,,
Yes we are chatting too.,ham,,24,,,,,
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,ham,,89,,,,,
Sian... Aft meeting supervisor got work 2 do liao... U working now?,ham,,67,,,,,
Are you going to write ccna exam this week??,ham,,44,,,,,
Well i will watch shrek in 3D!!B),ham,,33,,,,,
Am i that much dirty fellow?,ham,,28,,,,,
Dunno dat's wat he told me. Ok lor...,ham,,37,,,,,
I'll probably be by tomorrow (or even later tonight if something's going on),ham,,76,,,,,
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,ham,,150,,,,,
If you're thinking of lifting me one then no.,ham,,45,,,,,
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,ham,,84,,,,,
Sent me ur email id soon,ham,,24,,,,,
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham,,119,,,,,
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",ham,,332,,,,,
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,ham,,80,,,,,
May i call You later Pls,ham,,24,,,,,
That's the way you should stay oh.,ham,,34,,,,,
Hello- thanx for taking that call. I got a job! Starts on monday!,ham,,65,,,,,
What time is ur flight tmr?,ham,,27,,,,,
When should I come over?,ham,,24,,,,,
I have a rather prominent bite mark on my right cheek,ham,,53,,,,,
* Will be september by then!,ham,,28,,,,,
Are you wet right now?,ham,,22,,,,,
And how's your husband.,ham,,23,,,,,
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,ham,,191,,,,,
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,ham,,75,,,,,
I am in your office na.,ham,,23,,,,,
"""Are you comingdown later?""",ham,,27,,,,,
Super da:)good replacement for murali,ham,,37,,,,,
Da is good good player.why he is unsold.,ham,,40,,,,,
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,ham,,93,,,,,
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,ham,,107,,,,,
I dont want to hear philosophy. Just say what happen,ham,,52,,,,,
You got job in wipro:)you will get every thing in life in 2 or 3 years.,ham,,71,,,,,
Then cant get da laptop? My matric card wif ü lei... ,ham,,53,,,,,
Dunno da next show aft 6 is 850. Toa payoh got 650.,ham,,51,,,,,
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,ham,,98,,,,,
They did't play one day last year know even though they have very good team.. Like india.,ham,,89,,,,,
K.:)you are the only girl waiting in reception ah?,ham,,50,,,,,
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,,163,,,,,
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,ham,,135,,,,,
"Sir, i am waiting for your call.",ham,,32,,,,,
What's up. Do you want me to come online?,ham,,41,,,,,
"It could work, we'll reach a consensus at the next meeting",ham,,58,,,,,
Aiyah then i wait lor. Then u entertain me. Hee...,ham,,50,,,,,
