label,text,translated_text
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Hungry gays sentindo fome e subindo 4, agora.Ligue para 08718730555 apenas 10p/min.Para parar os textos, ligue para 08712460324 (10p/min)"
ham,Ok. No wahala. Just remember that a friend in need ...,OK.Sem wahala.Lembre -se de que um amigo precisa ...
ham,I will see in half an hour,Vou ver em meia hora
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!","Estou em escuta interialMusic2A faixa mais estranha de todos os tempos de todos os tempos, como insetos que estão sendo molestados e alguém encanando, remixado por homens malignos no ácido!"
ham,\Hey sorry I didntgive ya a a bellearlier hunny,"\ Ei, desculpe, eu não tive um bellelier hunny"
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,SERIAMENTE.Diga a ela essas palavras exatas agora.
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,Você pode obter 2 telefone agora?Eu quero bater chat 2 configurar meet me ligue agora no 09096102316 u pode gozar aqui 2moro luv jane xx Call
ham,"Tee hee. Off to lecture, cheery bye bye.","Tee hee.Fora para a palestra, tchau alegre."
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..","Desculpe chikku, meu celular teve algum problema que eu não consegui responder a você ou msg u .."
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,"Se você ainda não coletou a massa, por favor me avise para que eu possa ir para o lugar que enviei para obter o número de controle"
ham,Ok...,OK...
spam,network operator. The service is free. For T & C's visit 80488.biz,operador de rede.O serviço é gratuito.Para a visita 80488.biz da T&C
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,Deixe -me saber como entrar em contato com você.Eu eu se estabeleceu em uma sala.Iamos saber que você está bem.
ham,Wot u up 2 u weirdo?,Wot u up 2 u weirda?
ham,Can do lor...,Pode fazer lor ...
ham,Dont put your phone on silent mode ok,Não coloque seu telefone no modo silencioso ok
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,Posso encontrar ì_ a 5 .. como 4 onde depende de onde ì Wan 2 em Lor ..
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,Esperando 4 Meu programa de TV 2 começa para ... você ainda está ocupado fazendo seu relatório?
ham,Oh ho. Is this the first time u use these type of words,Oh ho.É a primeira vez que você usa esse tipo de palavras
ham,Am I the only one who doesn't stalk profiles?,Eu sou o único que não persegue perfis?
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""","Citação verde já contada por Jerry em desenho animado \ Uma pessoa que o irrita sempre é quem te ama muito, mas deixa de expressá -lo ...! .. !!:-) :-) gud nyt """
ham,Yes i thought so. Thanks.,"Sim, eu pensei que sim.Obrigado."
ham,But if she.s drinkin i'm ok.,"Mas se ela está bebendo, estou bem."
ham,"Just wondering, the others just took off","Apenas me perguntando, os outros acabaram de decolar"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng","A noite terminou para mais um dia, a manhã chegou de uma maneira especial.Que você sorria como os raios ensolarados e deixa suas preocupações no Blue Bay Bay.GUD MRNG"
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?","O que você faz, meu cachorro?Devo sempre esperar até o final do seu dia para ter uma palavra sua?Você já ficou sem tempo no seu celular?"
ham,Happy new year to u too!,Feliz Ano Novo para você também!
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May","Ei ... grande negócio ... Tour Farm 9h às 17h $ 95/Pax, depósito de US $ 50 até 16 de maio"
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,Coma jap feito oso depois de seu lect wat ... ìï recebeu palestras em 12 rito ...
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?","Ei, querida!Eu vi que você ficou online por um segundo e então você desapareceu, o que aconteceu?"
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,"Da minha data de nascimento em certificado é em abril, mas a data real é hoje.Mas não publique.Vou lhe dar um tratamento especial se você mantiver o segredo.De qualquer maneira, obrigado pelos desejos"
ham,Happy birthday... May all ur dreams come true...,Feliz aniversário ... que todos os seus sonhos se tornem realidade ...
ham,Aiyah u did ok already lar. E nydc at wheellock?,"Aiyah você já fez ok, Lar.E NYDC em Wheellock?"
ham,TELL HER I SAID EAT SHIT.,Diga a ela que eu disse coma merda.
ham,Sure! I am driving but will reach my destination soon.,"Claro!Estou dirigindo, mas chegarei ao meu destino em breve."
ham,"K so am I, how much for an 8th? Fifty?","K Eu também estou, quanto por um 8º?Cinqüenta?"
ham,Your daily text from me ÛÒ a favour this time,Seu texto diário de mim é um favor desta vez
ham,Great to hear you are settling well. So what's happenin wit ola?,"Ótimo saber que você está se estabelecendo bem.Então, o que está acontecendo com Ola?"
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,Aqueles Cocksuckers.Se isso faz você se sentir melhor para iPads são inúteis itens sem valor de lixo e você deve se sentir mal por querer um
ham,I tot u reach liao. He said t-shirt.,Eu tot você chega a Liao.Ele disse camiseta.
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT","FRAN, eu decidi que eu sou completamente quebrado e estou com um tacado, eu subi 3 c u 2mrw love janx p.s é meu pai fone, -não crédito"
ham,I cant pick the phone right now. Pls send a message,"Não posso escolher o telefone agora.Por favor, envie uma mensagem"
ham,Your right! I'll make the appointment right now.,Seu certo!Vou marcar a consulta agora.
ham,Designation is software developer and may be she get chennai:),A designação é desenvolvedora de software e pode ser que ela pegue chennai :)
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,Aproveite o Jamster VideoSound Gold Club com seus créditos para 2 novos vídeos+2 Logos+MusicNews!Divirta -se mais de jamster.co.uk!16+apenas ajuda?Ligue para: 09701213186
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Obtenha 3 Lions Inglaterra Tom, Responder LionM 4 Mono ou Lionp 4 Poly.4 mais vá 2 www.ringtones.co.uk, o N Best original.Tones 3GBP As taxas do operador de rede se aplicam"
ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,"Eu brinco em Lar .. ìï Ocupado, então eu perturbei ì_."
ham,"Ok, be careful ! Don't text and drive !","OK, tenha cuidado!Não envie mensagens de texto e dirija!"
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.","Eu sempre estará lá, mesmo que seja apenas em espírito.Eu vou receber um bb em breve.Apenas tentando ter certeza de que preciso disso."
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,"Você está muito perto do meu coração.Se você for embora, eu serei quebrado.Por favor fique comigo."
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,"Eu te amo 2, baby!Tem certeza de que tudo é Alrite.Ele está sendo um idiota?Txt bak girlie"
ham,How abt making some of the pics bigger?,Que tal tornar algumas das fotos maiores?
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,"Tenho, mas tenho 2 cores lor.Uma cor é bastante clara e outra é mais escura.Na verdade, eu terminei, ela está estilizando meu cabelo agora."
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)","Sempre que você está triste, sempre que você é cinza, lembre -se de que estou aqui 2 listn 2 watevr, você quer dizer, se você me vá um pouco, & amp;Eu prometo que vou trazer de volta seu sorriso. :-)"
ham,Why nothing. Ok anyway give me treat,Por que nada.Ok de qualquer maneira me dê um tratamento
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!","Ganhe o mais novo ûïharry Potter e a Ordem da Phoenix (Livro 5) Responder Harry, responda 5 perguntas - Chance de ser a primeira entre os leitores!"
ham,Ok...,OK...
ham,Correct. So how was work today,"Correto.Então, como foi o trabalho hoje"
ham,"Just sent again. Do you scream and moan in bed, princess?","Acabei de enviar novamente.Você grita e geme na cama, princesa?"
ham,"I wake up long ago already... Dunno, what other thing?","Eu já acordo há muito tempo ... não sei, que outra coisa?"
ham,Oh just getting even with u.... u?,"Oh, apenas ficando com você .... u?"
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,"Eu tenho 50 shd, ele disse mais menos 10 .. Deixei uma linha entre os parágrafos?"
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,"Você pode me chamar de plz.Seu número mostra fora da área de cobertura.Eu tenho uma chamada urgente em Vasai & amp;tem que alcançar antes do relógio de 4'O, então me chame de PLZ"
ham,Yeah jay's sort of a fucking retard,"Sim, Jay é uma espécie de porra de retardado"
ham,"Sorry, was in the bathroom, sup","Desculpe, estava no banheiro, sup"
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,Seu saldo agora é Å £ 500.Sua próxima pergunta é: quem cantou 'Uptown Girl' nos anos 80?2 Responda a sua resposta para 83600. Boa sorte!
ham,My exam is for february 4. Wish you a great day.,Meu exame é para 4 de fevereiro. Desejo a você um ótimo dia.
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,"Não sei o que fazer para sair disso, então só estou fazendo perguntas como essa não me confundem."
ham,"Aight no rush, I'll ask jay","Aight sem pressa, vou perguntar a Jay"
ham,Good Morning plz call me sir,"Bom dia, por favor me chame senhor"
ham,It's ok lar. U sleep early too... Nite...,Está tudo bem Lar.Você dorme cedo também ... nite ...
ham,"Oh... Icic... K lor, den meet other day...","Oh ... icic ... k lor, den encontre outro dia ..."
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*","Oh !Uma meia hora é muito mais longa na Síria do que o Canadá, não é?Uau, você deve fazer muito mais trabalho em um dia do que nós com todo esse tempo extra!*sorrisos*"
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)","Às vezes, colocamos paredes ao redor de nossos corações, não apenas para estar a salvo de nos machucar ... mas descobrir quem se importa o suficiente para quebrar as paredes & amp;Aproxime -se .. Goodnoon :)"
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that","Doce, podemos ou não ir para 4U para conhecer Carlos, para que avalie o interesse de Patty nisso"
ham,Then she buying today? ÌÏ no need to c meh...,Então ela compra hoje?“Não há necessidade de meh ...
ham,Aight sorry I take ten years to shower. What's the plan?,"Desculpe, eu levo dez anos para tomar banho.Qual é o plano?"
ham,Every monday..nxt week vl be completing..,"Toda segunda -feira ... sem semana, vl estará concluindo .."
ham,Might ax well im there.,"Pode mexi bem, estou lá."
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,"Apenas relaxe por mais 6 horas.Se você pudesse dormir, a dor não é uma emergência cirúrgica, veja como ela se desenrola.OK"
ham,Yeah I'll try to scrounge something up,"Sim, vou tentar subir algo"
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,"Crazy AR Ele é casado.“Como GD, parecendo caras, não eu.Meus frens como dizem que ele é o favorito de Leona coreano, mas eu não thk ele é.Depois de algum pensamento de Mayb mais prob eu irei."
ham,Were somewhere on Fredericksburg,Estava em algum lugar em Fredericksburg
ham,Que pases un buen tiempo or something like that,Que pases un buen tiempo ou algo parecido
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,Tudo bem se eu ficar a noite aqui?Xavier tem um saco de dormir e estou ficando cansado
ham,She doesnt need any test.,Ela não precisa de nenhum teste.
ham,"Nothing much, chillin at home. Any super bowl plan?","Nada muito, relaxando em casa.Algum plano do Super Bowl?"
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk","Free2Day Sexy St George's Day Pic of Jordan! Txt Pic para 89080 Não perca, então todas"
ham,Bugis oso near wat... ,Bugis Oso perto de Wat ...
ham,Yo theres no class tmrw right?,"Yo não há aula amanhã, certo?"
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,"Deixe seu coração ser sua bússola na sua mente, seu mapa, seu guia, e você nunca vai perder no mundo .... GNUN - enviado via way2sms.com"
ham,"Goodnight, sleep well da please take care pa. Please.","Boa noite, durma bem, por favor, tome cuidado, PA.Por favor."
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,Baaaabe!Estou com saudades de vocêuuuu!Onde você está ?Eu tenho que ir e ensinar minha aula às 5 ...
ham,Convey my regards to him,Transmitir meus cumprimentos a ele
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,Usei para convencê -lo de que não é possível sem machucar o sentimento dele é o principal
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy","Boa tarde Loverboy!Como vai você?Alguma sorte vem em seu caminho?Eu penso em você, querida e mando meu amor pelo mar para fazer você sorrir e feliz"
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,"Se eu começar a enviar BlackBerry Torch para a Nigéria, você encontrará o comprador para mim? Como 4a meses.E diga ao pai para não comprar BB de ninguém, oh."
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...","& lt;#& gt;%de pple se casam com seus amantes ... Becz eles têm gud, sem que os dat evitam problemas.Enviei DIS 2 U, você receberá notícias GUD na sexta -feira por D Pessoa que você gosta.E amanhã será o melhor dia da sua vida.Não quebre esta corrente.Se você quebrar, você sofrerá.Envie isso para & lt;#& gt;frnd in & lt;#& gt;mins o que você leu ..."
ham,Yo dude guess who just got arrested the other day,Seu cara adivinha quem acabou de ser preso no outro dia
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,Shuhui diz alteração 2 sonda a vapor?Vc noe onde?Onde você está agora?
ham,What does the dance river do?,O que o rio da dança faz?
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.","Ainda assim, sinto muito, mas Moji e eu pareço muito ocupado para poder fazer compras.Você pode apenas encontrar outra maneira de conseguir o que você queria que obtivéssemos.Por favor me perdoe.Você pode responder gratuitamente via Yahoo Messenger."
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,"Ei, eu serei muito tarde ... você quer ir para a lição primeiro?Eu vou me juntar a você.Estou chegando apenas a TP MRT"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k","Hot Live Fantasies Ligue agora 08707509020 Apenas 20p por min NTT LTD, PO Box 1327 Croydon CR9 5WB 0870..K"
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,"Churrasco, isso ficou no meu a partir de 6ish.Você é bem -vindo 2 venha"
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_","Eu não sei, a mesma coisa que está errada em todo"
ham,Alright. I'm out--have a good night!,Tudo bem.Estou fora-tenha uma boa noite!
ham,Did you try making another butt.,Você tentou fazer outra bunda.
ham,Hope you are feeling great. Pls fill me in. Abiola,Espero que você esteja se sentindo ótimo.Por favor me preencha. Abiola
ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,"Eu pensamos que saímos e divirta -se, então bar na cidade ou algo assim ok?"
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)","1) Vá para escrever msg 2) Coloque o modo de dicionário 3) Cubra a tela com a mão, 4) pressione & lt;#& gt;.5) Remova delicadamente sua mão .. é interessante .. :)"
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324","Urso foto nick e tom, Pete e ... pau.De fato, todos os tipos tentam bate -papo gay com o upload de fotos ligue para 08718730666 (10p/min).2 textos de parada Ligue para 08712460324"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION","500 novos celulares de 2004, devem ir!TXT: Nokia para NO: 89545 e colete o seu hoje! De apenas Å £ 1 www.4-tc.biz 2oPtout 087187262701.50GBP/MTMSG18"
ham,We're finally ready fyi,Finalmente estamos prontos para sua informação
ham,Auntie huai juan never pick up her phone,Tia Huai Juan nunca pegue seu telefone
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Double Mins & Double TXT e 1/2 LINELENTAL DE PREÇOS SOBRE os mais recentes celulares Bluetooth Orange.Ligue para o MobileUpd8 para as ofertas mais recentes.08000839402 ou Call2Optout/LF56
ham,"Ya tel, wats ur problem..","Ya tel, o que é seu problema .."
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,"No. 1 Nokia Tone 4 Ur Mob toda semana!Apenas txt Nok a 87021. 1º tom livre!Portanto, pegue o txtin agora e diga a seus amigos.150p/tom.16 Responder hl 4info"
ham,i dnt wnt to tlk wid u,Eu não quero falar com você
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""","Passamos nossos dias esperando o caminho ideal aparecer na nossa frente. Mas o que esquecemos é .. \ Caminhos são feitos andando .. não esperando .. \ ""Boa noite!"""
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,"Tudo bem, meu braço está se sentindo fraco porque eu tive um tiro para que possamos ir mais uma vez"
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,"Por favor, reserve a passagem na véspera de sábado de Chennai a Thirunelalvali e novamente de Tirunelvalvali a Chennai na véspera de domingo ... Eu já vejo na rede .. sem ingressos disponíveis .. eu quero reservar um ingresso através do tackle .."
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person","Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,Isso está ok.Eu entrei para perguntar sobre algo e ela disse que você estava. Você está perto de Tonght Wen essa garota vem?
ham,All e best 4 ur exam later.,Todos os melhores e melhores exames mais tarde.
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,"Espero que sua cabeça não machuque 2!Estou arejando meu caminho através de uma pilha de passar passar!Ficar com uma esta noite chinky, se quiser."
ham,Oh k.i think most of wi and nz players unsold.,Oh K.Eu acho que a maioria dos jogadores da WI e da Nova Zelândia não é vendida.
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.","Haha ... onde você tem muito rápido peso, thk muz vai 4 por mês, den obteve efeito ... Nossa, mais tarde vamos AUST PUST BK E PESO."
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy","Eu me pergunto como você ficou online, meu amor?Você foi ao café da rede?Você recebeu seu telefone recarregado?Você estava na rede de amigos?Eu penso em você, boytoy"
ham,"Haha just kidding, papa needs drugs","Haha apenas brincando, papai precisa de drogas"
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...","Thk deveria ser ... você, eu quero ir 4 lições ... haha, pode ir para um trecho inteiro ..."
ham,Oh ok..,"Oh, OK.."
ham,R we still meeting 4 dinner tonight?,R ainda encontramos 4 jantar esta noite?
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,Isso é legal!Eu sou um cavalheiro e vou tratá -lo com dignidade e respeito.
ham,Shall i start from hear.,Devo começar de ouvir.
ham,Then we wait 4 u lor... No need 2 feel bad lar...,Então esperamos 4 u lor ... sem necessidade de se sentir mal ...
ham,No did you check? I got his detailed message now,Não você verificou?Eu recebi sua mensagem detalhada agora
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,Você registrou Sinco como beneficiário.Faça login em icicibank.com e digite urn & lt;#& gt;para confirmar.Cuidado com as fraudes.Não compartilhe ou divulgue urna a ninguém.
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers","Não, decidi que apenas as pessoas que se preocupam com as coisas votam e se importando com as coisas é para perdedores"
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,Kaizen ... aproveite sua taxa de matrícula ... Taxa ... essa segunda opção soa beta ... Eu vou Yan Jiu den Msg U ...
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,Você registrou Sinco como beneficiário.Faça login em icicibank.com e digite urn & lt;#& gt;para confirmar.Cuidado com as fraudes.Não compartilhe ou divulgue urna a ninguém.
ham,cool. We will have fun practicing making babies!,legal.Vamos nos divertir praticando fabrica bebês!
ham,Actually getting ready to leave the house.,"Na verdade, se preparando para sair de casa."
ham,K..k..any special today?,K..k..qual especial hoje?
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",Informações importantes e urgentes para o usuário O2.Hoje é o seu dia de sorte!2 Descubra por que acesse http://www.urawinner.com Há uma surpresa fantástica aguardando para você
ham,Then we gotta do it after that,Então temos que fazer isso depois disso
ham,"I've got ten bucks, jay is being noncomittal","Eu tenho dez dólares, Jay está sendo não comprometido"
ham,Where at were hungry too,Onde estava com fome também
ham,Pls speak to that customer machan.,"Por favor, fale com esse cliente Machan."
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,"Em algum lugar lá fora, embaixo da luz da lua pálida, alguém pensa em você alguns onde lá fora, onde os sonhos se tornam realidade ... Goodnite & amp;bons sonhos"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","Wen seu adorável bcums zangado por você, não leve isso a sério .. porque ficar com raiva é mais infantil e verdadeira maneira de mostrar profundo afeto, cuidar n luv! .. kettoda manda ... tenha um bom dia da."
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,Caro você foi convidado para o Xchat.Esta é a nossa tentativa final de entrar em contato com você!Bate -papo txt para 86688 150p/sgrcvdhg/suite342/2lands/linha/w1j6hl ldn 18 anos
ham,So wats ur opinion abt him and how abt is character?,"Então, qual é a sua opinião sobre ele e que tal o personagem é?"
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,Jay está risando e me diz que X está totalmente transando com os acordes enquanto falamos
ham,No..few hours before.went to hair cut .,Não ... horas antes. Antes do cabelo cortado.
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,Não é de admirar ... porque eu não sei vendo um carro prateado ... mas eu vi um preto ...
ham,Lmao. Take a pic and send it to me.,LMAO.Tire uma foto e envie para mim.
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""","\ Fale apenas quando você sentir que suas palavras são melhores que o silêncio ... \ ""Bom dia :-)"""
ham,No. She's currently in scotland for that.,Não. Ela está atualmente na Escócia para isso.
ham,Do you work all this week ?,Você trabalha durante toda a semana?
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,Parabéns você é concedido Å £ 500 de cupons de presente de CD e entrada gratuita 2 Our £ £ 100 desenho semanal txt música para 87066 tncs www.ldew.com 1 win150ppmx3age16
ham,Lol great now im getting hungry.,Lol ótimo agora estou ficando com fome.
ham,Yes.. now only saw your message..,Sim .. agora só vi sua mensagem ..
ham,I'll be at mu in like  &lt;#&gt;  seconds,Estarei no MU em como & lt;#& gt;segundos
ham,Ok...,OK...
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,Coisa r boa thanx fez exames em março que não fez revisão?Fran ainda está com o namorado?Eu tenho que entrevistar 4 Exeter um pouco preocupado! X
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february","Diga o que, se você fizer uma pequena planilha e rastrear cuja idéia era fumar para determinar quem \ fuma demais \ ""durante todo o mês de fevereiro"
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,"Para venda - Dartboard do Arsenal.Boas condições, mas sem duplas ou triplos!"
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,Não olhe para o prédio porque você não tem casaco e eu não quero que você fique mais doente.Apenas corra para casa e use um casaco para a academia !!!
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""","Meu doloroso pensamento pessoal- eu sempre tento manter todo mundo feliz o tempo todo.Mas ninguém me reconhece quando estou sozinho \ """""
ham,Thanks for ve lovely wisheds. You rock,Obrigado por VE Weeds Desenhos.Você balança
ham,You intrepid duo you! Have a great time and see you both soon. ,Você é intrépida dupla você!Divirta -se e até em breve.
ham,I asked sen to come chennai and search for job.,Pedi a Sen para vir Chennai e procurar emprego.
ham,Dad went out oredi... ,Papai saiu Oredi ...
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",Eu espero que seja verdade que me sinto falta porque estou realmente sentindo falta dele!Você ainda não fez nada para se sentir culpado.
